cidade,uf,mes,ano,mes_ano,n_usuarios_internet,velocidade_media_mbps,n_dispositivos_conectados,indice_inovacao,investimento_publico_tecnologia,eventos_tecnologicos_realizados,startups_ativas,patentes_registradas
Rio de Janeiro,RJ,8,2007,2007m08,49784,42.16,35134,0.934,741001.66,2,62,4
Rio de Janeiro,RJ,9,2007,2007m09,50044,50.37,15767,0.604,685430.44,1,136,5
Recife,PE,10,2007,2007m10,50281,31.74,70027,0.019,477556.72,1,53,4
Manaus,AM,11,2007,2007m11,50365,59.76,70098,0.383,705877.75,4,277,5
Fortaleza,CE,12,2007,2007m12,49531,64.13,13067,0.411,728143.22,2,280,4
Recife,PE,1,2008,2008m01,50055,34.84,97210,0.876,920326.66,5,126,5
Porto Alegre,RS,2,2008,2008m02,49971,46.99,62302,0.727,943431.36,2,258,3
Porto Alegre,RS,3,2008,2008m03,49836,48.13,28617,0.085,545875.63,2,135,1
Belo Horizonte,MG,4,2008,2008m04,49608,55.2,90839,0.023,445575.46,4,286,8
Porto Alegre,RS,5,2008,2008m05,49914,45.54,11628,0.036,689111.54,3,12,1
Fortaleza,CE,6,2008,2008m06,49973,39.16,17274,0.033,824746.32,2,123,7
Porto Alegre,RS,7,2008,2008m07,49671,34.15,36583,0.326,843686.97,6,46,4
Recife,PE,8,2008,2008m08,49785,62.55,37377,0.255,175304.58,5,113,6
Recife,PE,9,2008,2008m09,49836,41.32,35585,0.801,871154.37,1,144,4
Porto Alegre,RS,10,2008,2008m10,49996,,32539,0.687,112596.12,1,228,9
Manaus,AM,11,2008,2008m11,50324,65.71,82188,0.158,623443.32,1,282,7
Manaus,AM,12,2008,2008m12,49854,52.17,48371,0.578,811931.2,1,239,5
Brasília,DF,1,2009,2009m01,50206,34.67,38034,0.941,143264.23,3,258,5
Manaus,AM,2,2009,2009m02,50267,47.07,47900,0.593,528572.48,1,40,4
Salvador,BA,3,2009,2009m03,50171,35.45,70511,0.455,125897.29,3,54,8
Brasília,DF,4,2009,2009m04,50004,32.29,88600,0.806,521568.36,2,242,5
Belo Horizonte,MG,5,2009,2009m05,50205,41.82,26797,0.835,124591.48,2,125,10
Recife,PE,6,2009,2009m06,50389,46.93,42069,0.381,889936.56,4,130,2
Salvador,BA,7,2009,2009m07,49318,40.74,38728,0.178,181394.52,3,274,8
Brasília,DF,8,2009,2009m08,50450,58.13,38367,0.824,751005.46,2,240,3
Salvador,BA,9,2009,2009m09,49921,59.77,96266,0.776,436326.39,6,271,6
Manaus,AM,10,2009,2009m10,49843,39.38,82690,0.684,366972.2,2,277,2
Salvador,BA,11,2009,2009m11,50198,47.37,98975,0.453,229877.75,4,135,4
Recife,PE,12,2009,2009m12,50164,42.94,62564,0.171,352657.61,2,251,7
Belo Horizonte,MG,1,2010,2010m01,50016,35.16,46579,0.777,485790.74,1,260,3
Recife,PE,2,2010,2010m02,50293,52.36,32585,0.211,790571.12,4,188,3
Rio de Janeiro,RJ,3,2010,2010m03,49920,21.8,15575,0.255,595612.73,4,250,4
Manaus,AM,4,2010,2010m04,50386,35.61,75216,0.163,408066.01,1,57,9
São Paulo,SP,5,2010,2010m05,50149,32.55,89699,0.883,579613.59,1,257,4
Belo Horizonte,MG,6,2010,2010m06,49805,36.45,58453,0.487,407678.97,4,191,2
Belo Horizonte,MG,7,2010,2010m07,49719,33.71,52600,0.121,347676.78,2,145,3
Rio de Janeiro,RJ,8,2010,2010m08,50033,25.76,66730,0.764,692917.24,3,110,5
Brasília,DF,9,2010,2010m09,49997,45.62,87648,0.552,899682.09,8,58,9
Manaus,AM,10,2010,2010m10,49902,44.43,47299,0.76,436313.72,3,216,5
Brasília,DF,11,2010,2010m11,50069,,85548,0.664,649603.04,3,29,1
Recife,PE,12,2010,2010m12,49898,53.54,54464,0.766,794885.31,6,83,4
Manaus,AM,1,2011,2011m01,50034,56.09,59300,0.132,307756.25,2,255,2
Rio de Janeiro,RJ,2,2011,2011m02,50461,37.93,74963,0.141,712668.9,2,50,3
Belo Horizonte,MG,3,2011,2011m03,49871,50.93,20177,0.502,543487.54,3,139,6
Porto Alegre,RS,4,2011,2011m04,49968,46.07,71284,0.788,369796.48,6,292,3
Recife,PE,5,2011,2011m05,50314,48.38,20814,0.665,558626.52,8,266,5
Recife,PE,6,2011,2011m06,49821,43.14,31150,0.793,426672.16,2,67,5
Curitiba,PR,7,2011,2011m07,49502,37.97,99452,0.363,181427.13,4,130,5
Manaus,AM,8,2011,2011m08,50169,46.32,32918,0.034,355868.2,7,159,3
Brasília,DF,9,2011,2011m09,49978,42.86,70631,0.114,302551.55,4,21,4
Rio de Janeiro,RJ,10,2011,2011m10,49596,54.49,67977,0.291,809254.53,4,102,6
Brasília,DF,11,2011,2011m11,50017,64.18,31198,0.92,606822.24,2,143,4
São Paulo,SP,12,2011,2011m12,50149,35.89,82528,0.734,280019.36,2,277,3
Salvador,BA,1,2012,2012m01,49652,41.94,24305,0.602,618359.66,6,186,8
Manaus,AM,2,2012,2012m02,50070,84.78,94766,0.901,720733.16,4,104,5
Recife,PE,3,2012,2012m03,49839,22.69,13071,0.004,666648.06,1,126,3
Porto Alegre,RS,4,2012,2012m04,50237,25.85,28865,0.52,848960.86,5,290,5
Porto Alegre,RS,5,2012,2012m05,50048,65.8,17462,0.702,782350.26,4,22,6
Salvador,BA,6,2012,2012m06,50054,78.7,67504,0.027,779684.22,1,209,6
Rio de Janeiro,RJ,7,2012,2012m07,49870,71.79,95150,0.725,175227.73,2,237,1
Porto Alegre,RS,8,2012,2012m08,49988,54.71,85650,0.659,647915.78,5,76,4
Curitiba,PR,9,2012,2012m09,49929,,69635,0.61,678678.8,2,39,8
Fortaleza,CE,10,2012,2012m10,49859,45.88,38300,0.961,818167.0,1,187,7
Brasília,DF,11,2012,2012m11,49949,56.02,33624,0.182,960635.59,1,52,4
Belo Horizonte,MG,12,2012,2012m12,50130,64.03,48020,0.972,366228.02,2,140,2
Recife,PE,1,2013,2013m01,49894,58.05,86806,0.919,424891.86,3,199,5
Fortaleza,CE,2,2013,2013m02,49755,19.78,23552,0.801,912637.6,1,291,6
Recife,PE,3,2013,2013m03,50387,32.35,59710,0.919,638593.28,4,59,3
Rio de Janeiro,RJ,4,2013,2013m04,50044,54.17,81174,0.964,726888.03,2,173,4
Rio de Janeiro,RJ,5,2013,2013m05,49861,,31953,0.553,366927.53,3,216,4
Belo Horizonte,MG,6,2013,2013m06,50159,21.43,44417,0.42,868444.88,0,124,5
Curitiba,PR,7,2013,2013m07,50195,63.11,78352,0.31,222215.7,1,224,6
São Paulo,SP,8,2013,2013m08,50177,53.87,93777,0.225,730006.81,2,58,3
Curitiba,PR,9,2013,2013m09,49896,73.23,15533,0.505,589907.52,3,185,3
Recife,PE,10,2013,2013m10,49819,64.57,14344,0.781,610107.09,3,46,6
Recife,PE,11,2013,2013m11,49553,40.66,30135,0.377,115131.13,2,76,12
Salvador,BA,12,2013,2013m12,49657,53.7,94120,0.823,497174.31,5,33,5
Fortaleza,CE,1,2014,2014m01,50424,38.13,63668,0.498,820735.81,7,275,4
Recife,PE,2,2014,2014m02,49819,25.8,85140,0.244,123755.04,4,212,5
Rio de Janeiro,RJ,3,2014,2014m03,50110,,45835,0.614,955626.28,4,110,6
Rio de Janeiro,RJ,4,2014,2014m04,49917,47.09,18870,0.934,316083.44,1,189,10
Manaus,AM,5,2014,2014m05,50161,70.22,67430,0.166,692783.48,1,230,3
Curitiba,PR,6,2014,2014m06,50040,51.63,92576,0.508,661652.09,6,251,3
Manaus,AM,7,2014,2014m07,50005,54.17,45920,0.07,667556.35,3,35,4
Brasília,DF,8,2014,2014m08,50156,58.65,81549,0.768,140669.69,4,119,3
Recife,PE,9,2014,2014m09,50085,47.25,41285,0.876,838002.3,5,174,3
Rio de Janeiro,RJ,10,2014,2014m10,49575,46.44,37070,0.184,918525.88,1,47,2
Porto Alegre,RS,11,2014,2014m11,50336,53.63,49340,0.141,720100.54,2,290,3
Salvador,BA,12,2014,2014m12,50196,68.69,62420,0.033,908841.76,2,248,4
Manaus,AM,1,2015,2015m01,49920,57.57,79615,0.731,176151.6,2,84,5
São Paulo,SP,2,2015,2015m02,50098,50.26,64134,0.042,872299.15,1,144,5
São Paulo,SP,3,2015,2015m03,50310,43.84,11958,0.971,356170.03,3,236,3
Manaus,AM,4,2015,2015m04,49660,48.23,33503,0.244,979164.59,5,94,4
Manaus,AM,5,2015,2015m05,50359,37.05,71229,0.596,601996.5,2,255,5
Belo Horizonte,MG,6,2015,2015m06,49975,35.27,24840,0.66,570875.3,2,175,7
Rio de Janeiro,RJ,7,2015,2015m07,50033,46.43,90060,0.157,788175.79,3,192,5
Brasília,DF,8,2015,2015m08,49834,50.09,35193,0.156,630978.08,2,179,7
Brasília,DF,9,2015,2015m09,50077,60.91,37786,0.015,770507.57,4,154,11
Manaus,AM,10,2015,2015m10,50033,33.06,63628,0.752,409258.2,1,223,7
São Paulo,SP,11,2015,2015m11,49969,50.16,75985,0.129,768916.92,3,33,9
Salvador,BA,12,2015,2015m12,50041,56.4,59374,0.302,697783.05,2,285,5
Salvador,BA,1,2016,2016m01,49928,35.28,54288,0.514,950743.66,5,196,5
Belo Horizonte,MG,2,2016,2016m02,49702,43.1,58591,0.763,705356.7,3,17,4
Recife,PE,3,2016,2016m03,50132,61.39,54320,0.272,325352.78,4,98,2
Fortaleza,CE,4,2016,2016m04,50503,49.11,14847,0.75,445098.9,3,191,5
Fortaleza,CE,5,2016,2016m05,49819,19.75,78727,0.373,689470.55,5,80,9
Manaus,AM,6,2016,2016m06,50153,61.61,83273,0.663,308559.56,2,92,2
Curitiba,PR,7,2016,2016m07,49537,51.33,28528,0.411,461740.81,1,15,2
Curitiba,PR,8,2016,2016m08,50020,25.91,80282,0.884,541589.13,3,123,3
Salvador,BA,9,2016,2016m09,50234,36.83,30008,0.327,401148.04,1,44,7
Rio de Janeiro,RJ,10,2016,2016m10,50115,48.11,50689,0.718,588454.81,5,78,5
Salvador,BA,11,2016,2016m11,50072,54.69,87985,0.598,980079.51,2,202,7
Recife,PE,12,2016,2016m12,49713,,89299,0.815,339980.73,0,237,6
Recife,PE,1,2017,2017m01,50185,36.48,76614,0.892,360117.87,2,114,6
São Paulo,SP,2,2017,2017m02,49997,43.23,21278,0.919,496450.81,4,42,3
Brasília,DF,3,2017,2017m03,49793,63.25,83499,0.636,168180.16,5,22,1
São Paulo,SP,4,2017,2017m04,49820,65.67,68907,0.311,544907.69,5,12,4
Salvador,BA,5,2017,2017m05,49930,45.15,33882,0.069,134917.78,6,167,3
Curitiba,PR,6,2017,2017m06,49647,42.01,13142,0.22,567190.84,2,128,4
Belo Horizonte,MG,7,2017,2017m07,50001,57.5,46580,0.166,614301.39,2,195,6
Fortaleza,CE,8,2017,2017m08,50187,18.93,11908,0.2,677373.68,4,283,1
São Paulo,SP,9,2017,2017m09,50023,49.8,70753,0.935,937858.14,4,250,5
Rio de Janeiro,RJ,10,2017,2017m10,50128,49.6,51844,0.496,414901.74,3,298,8
Rio de Janeiro,RJ,11,2017,2017m11,50165,42.98,91179,0.432,805977.69,4,102,4
Manaus,AM,12,2017,2017m12,50357,57.07,20891,0.227,814357.08,1,203,6
Curitiba,PR,1,2018,2018m01,50327,66.38,90615,0.499,335234.38,6,10,2
Manaus,AM,2,2018,2018m02,49443,35.36,75343,0.988,224247.03,2,131,3
Rio de Janeiro,RJ,3,2018,2018m03,49872,39.08,97340,0.21,240131.92,2,165,2
São Paulo,SP,4,2018,2018m04,49416,59.99,58925,0.286,680132.29,3,56,2
Curitiba,PR,5,2018,2018m05,49820,28.22,15794,0.764,648677.44,2,26,6
Recife,PE,6,2018,2018m06,49830,42.01,69202,0.929,379698.0,3,78,4
Belo Horizonte,MG,7,2018,2018m07,50032,82.52,51482,0.525,474038.21,4,207,8
Manaus,AM,8,2018,2018m08,49943,52.84,10553,0.773,353924.76,3,108,3
Brasília,DF,9,2018,2018m09,49795,45.74,31639,0.016,270225.43,3,105,10
Porto Alegre,RS,10,2018,2018m10,50094,24.13,62545,0.641,248141.92,1,115,7
Belo Horizonte,MG,11,2018,2018m11,50374,13.9,95321,0.043,509032.06,1,205,9
Salvador,BA,12,2018,2018m12,49949,65.95,63890,0.99,811186.21,4,231,5
Salvador,BA,1,2019,2019m01,50026,32.55,22983,0.552,807835.72,3,50,7
Rio de Janeiro,RJ,2,2019,2019m02,50276,50.68,55675,0.161,993187.15,4,280,3
Curitiba,PR,3,2019,2019m03,50120,69.12,70007,0.862,972118.49,4,22,6
Fortaleza,CE,4,2019,2019m04,49974,42.53,81743,0.717,581261.27,3,144,1
São Paulo,SP,5,2019,2019m05,49643,43.11,14163,0.337,178286.81,3,19,3
Manaus,AM,6,2019,2019m06,49833,60.44,47394,0.044,245011.03,2,290,4
São Paulo,SP,7,2019,2019m07,49946,70.32,87838,0.648,910357.89,7,114,3
Recife,PE,8,2019,2019m08,50303,62.7,68968,0.636,512395.8,2,179,8
Salvador,BA,9,2019,2019m09,49663,72.05,46605,0.312,815840.77,4,215,4
Recife,PE,10,2019,2019m10,49994,15.39,17403,0.644,650022.87,3,189,3
Rio de Janeiro,RJ,11,2019,2019m11,50134,56.32,30047,0.169,722587.39,1,93,7
Recife,PE,12,2019,2019m12,50342,69.26,80941,0.924,943539.44,5,195,1
Rio de Janeiro,RJ,1,2020,2020m01,50210,56.75,32434,0.366,492594.26,1,143,5
São Paulo,SP,2,2020,2020m02,50116,47.84,27966,0.154,437577.22,4,85,3
Porto Alegre,RS,3,2020,2020m03,50159,31.62,57190,0.865,360250.72,3,144,3
Salvador,BA,4,2020,2020m04,49640,39.0,86109,0.387,813496.23,4,16,2
São Paulo,SP,5,2020,2020m05,49977,72.49,31169,0.679,260629.59,1,177,7
Belo Horizonte,MG,6,2020,2020m06,50088,49.46,93276,0.618,960646.81,3,163,7
Porto Alegre,RS,7,2020,2020m07,50142,40.55,29292,0.169,983849.24,2,165,9
Curitiba,PR,8,2020,2020m08,50047,26.73,75303,0.415,438911.94,2,137,8
Brasília,DF,9,2020,2020m09,49755,56.99,48719,0.829,923889.52,4,254,8
Curitiba,PR,10,2020,2020m10,50166,37.92,45608,0.193,285504.41,3,220,5
Fortaleza,CE,11,2020,2020m11,50153,49.52,25857,0.496,762395.63,3,191,5
Rio de Janeiro,RJ,12,2020,2020m12,49854,75.88,22739,0.525,513727.24,5,35,9
Salvador,BA,1,2021,2021m01,49599,61.95,48045,0.884,827636.18,6,255,4
Recife,PE,2,2021,2021m02,50081,69.64,24011,0.608,957973.1,3,39,4
Brasília,DF,3,2021,2021m03,50046,52.16,37339,0.867,593122.44,1,169,10
Curitiba,PR,4,2021,2021m04,50201,60.69,27435,0.878,464185.06,4,146,1
Fortaleza,CE,5,2021,2021m05,49861,69.95,58435,0.438,170519.41,3,245,6
Fortaleza,CE,6,2021,2021m06,49774,37.57,86313,0.09,709338.04,3,193,4
Belo Horizonte,MG,7,2021,2021m07,49679,49.45,28261,0.891,355287.2,0,139,3
Brasília,DF,8,2021,2021m08,50307,39.66,33858,0.18,717190.91,7,76,6
Rio de Janeiro,RJ,9,2021,2021m09,50124,40.87,82947,0.542,348050.26,0,157,2
Curitiba,PR,10,2021,2021m10,50393,47.78,19275,0.127,775626.43,5,262,3
Salvador,BA,11,2021,2021m11,49672,35.69,69560,0.961,855562.52,3,39,8
Recife,PE,12,2021,2021m12,50364,44.45,45089,0.012,329236.99,7,220,3
Manaus,AM,1,2022,2022m01,49867,60.29,92864,0.329,936222.03,0,85,7
Fortaleza,CE,2,2022,2022m02,49943,48.55,71725,0.982,504603.81,2,78,4
Manaus,AM,3,2022,2022m03,49644,38.36,28623,0.177,194029.45,4,131,9
Curitiba,PR,4,2022,2022m04,50063,61.79,68612,0.717,802291.14,3,46,9
Curitiba,PR,5,2022,2022m05,50344,36.25,92596,0.634,162799.37,3,70,4
Salvador,BA,6,2022,2022m06,50002,33.43,87494,0.012,945568.93,1,289,4
Curitiba,PR,7,2022,2022m07,50001,68.01,37681,0.884,949501.33,5,115,8
Manaus,AM,8,2022,2022m08,49912,62.68,95480,0.023,666519.49,2,282,5
São Paulo,SP,9,2022,2022m09,49931,44.9,56803,0.709,897988.88,3,290,3
São Paulo,SP,10,2022,2022m10,49967,78.43,80848,0.451,340099.53,11,232,7
Salvador,BA,11,2022,2022m11,50238,41.52,47087,0.065,301004.8,3,215,4
Recife,PE,12,2022,2022m12,49814,60.23,13796,0.471,180732.75,7,23,7
Salvador,BA,1,2023,2023m01,50444,26.29,76905,0.675,229584.21,1,191,7
Fortaleza,CE,2,2023,2023m02,49874,34.77,37515,0.057,741852.45,5,146,7
Rio de Janeiro,RJ,3,2023,2023m03,49603,65.44,92980,0.909,355304.04,3,105,4
Salvador,BA,4,2023,2023m04,50162,71.31,51947,0.329,980152.95,1,248,4
Porto Alegre,RS,5,2023,2023m05,50192,47.75,55304,0.197,606688.33,4,214,1
Brasília,DF,6,2023,2023m06,49516,84.19,13355,0.843,312189.42,0,57,6
Curitiba,PR,7,2023,2023m07,50092,69.64,54797,0.414,603872.36,6,161,5
Rio de Janeiro,RJ,8,2023,2023m08,49783,39.56,98154,0.859,392788.7,3,155,5
Salvador,BA,9,2023,2023m09,49992,44.33,54511,0.302,609800.0,5,163,3
Fortaleza,CE,10,2023,2023m10,50267,29.21,68635,0.585,715772.81,1,262,7
Fortaleza,CE,11,2023,2023m11,50401,43.36,53559,0.976,880144.94,3,208,6
Curitiba,PR,12,2023,2023m12,50055,53.59,41108,0.36,228046.73,2,247,7
Manaus,AM,1,2024,2024m01,50074,50.6,34614,0.501,482790.92,2,291,5
Brasília,DF,2,2024,2024m02,49863,50.46,83023,0.808,710446.63,3,259,5
Manaus,AM,3,2024,2024m03,49795,64.96,30314,0.633,169647.85,4,146,2
Belo Horizonte,MG,4,2024,2024m04,49823,52.5,63845,0.788,932153.93,3,16,4
Salvador,BA,5,2024,2024m05,49939,60.28,47533,0.356,570086.77,1,211,3
Salvador,BA,6,2024,2024m06,50287,56.7,37870,0.413,335726.95,2,164,4
Rio de Janeiro,RJ,7,2024,2024m07,50025,54.3,16533,0.029,497241.2,1,64,7
Rio de Janeiro,RJ,8,2024,2024m08,49754,,52754,0.802,877883.74,1,88,3
Fortaleza,CE,9,2024,2024m09,50064,62.03,23964,0.555,577906.33,4,50,3
Porto Alegre,RS,10,2024,2024m10,50315,33.11,72706,0.56,564877.23,4,284,3
Curitiba,PR,11,2024,2024m11,50018,77.28,64264,0.332,571087.12,4,128,3
Fortaleza,CE,12,2024,2024m12,49962,51.81,99560,0.895,469640.0,4,42,6
Manaus,AM,1,2000,2000m01,49873,35.74,52705,0.709,654644.62,2,109,2
São Paulo,SP,2,2000,2000m02,50083,49.03,15666,0.058,635558.38,5,133,3
Belo Horizonte,MG,3,2000,2000m03,50173,53.91,46884,0.764,377946.44,0,228,5
Recife,PE,4,2000,2000m04,50235,58.82,80704,0.041,369147.21,2,72,3
Curitiba,PR,5,2000,2000m05,50102,64.41,53487,0.339,758496.13,0,290,3
Brasília,DF,6,2000,2000m06,49851,61.52,34759,0.456,252174.34,4,96,5
Brasília,DF,7,2000,2000m07,49910,77.57,78972,0.649,811068.13,4,34,5
Belo Horizonte,MG,8,2000,2000m08,50021,51.59,87633,0.674,526322.62,3,138,7
Brasília,DF,9,2000,2000m09,50010,47.62,43877,0.502,775611.69,6,46,6
São Paulo,SP,10,2000,2000m10,49940,27.99,51117,0.328,848691.99,3,288,5
Belo Horizonte,MG,11,2000,2000m11,49901,64.55,39168,0.599,970106.1,2,103,4
Recife,PE,12,2000,2000m12,49859,59.14,12153,0.684,588971.5,3,295,4
Manaus,AM,1,2001,2001m01,49721,41.52,77711,0.289,176764.22,5,114,7
Fortaleza,CE,2,2001,2001m02,50430,53.64,10350,0.596,796580.46,3,176,4
Fortaleza,CE,3,2001,2001m03,50183,49.85,38388,0.503,767357.47,4,42,4
Fortaleza,CE,4,2001,2001m04,49786,52.63,68806,0.068,207626.78,1,72,2
São Paulo,SP,5,2001,2001m05,49959,45.89,48460,0.847,435873.32,3,131,5
Salvador,BA,6,2001,2001m06,50767,51.7,65113,0.913,779544.8,0,251,3
Curitiba,PR,7,2001,2001m07,49780,27.22,74786,0.607,866940.96,3,238,9
Porto Alegre,RS,8,2001,2001m08,50332,43.91,54717,0.802,976530.51,1,115,4
Belo Horizonte,MG,9,2001,2001m09,49978,54.62,15089,0.593,672266.46,3,195,3
Recife,PE,10,2001,2001m10,49795,39.42,44450,0.522,163104.92,4,108,1
Rio de Janeiro,RJ,11,2001,2001m11,50044,55.84,71377,0.649,194876.47,1,168,4
Fortaleza,CE,12,2001,2001m12,49958,80.98,96848,0.601,999618.92,1,215,6
Porto Alegre,RS,1,2002,2002m01,49951,32.68,36210,0.707,963378.6,6,22,5
Porto Alegre,RS,2,2002,2002m02,50311,22.51,21036,0.619,900194.29,2,189,6
Rio de Janeiro,RJ,3,2002,2002m03,50075,,83028,0.973,428468.41,3,260,0
Fortaleza,CE,4,2002,2002m04,50341,81.4,88675,0.624,635703.64,4,194,6
Rio de Janeiro,RJ,5,2002,2002m05,50002,55.57,14583,0.416,370804.08,4,280,6
São Paulo,SP,6,2002,2002m06,49900,50.09,77840,0.048,872263.2,2,40,9
Rio de Janeiro,RJ,7,2002,2002m07,50130,40.32,22157,0.757,432868.05,5,191,5
Manaus,AM,8,2002,2002m08,50219,58.09,25814,0.11,681501.83,3,208,7
Brasília,DF,9,2002,2002m09,50166,49.77,49391,0.555,703872.2,3,58,5
Salvador,BA,10,2002,2002m10,50255,62.74,45303,0.009,734199.04,4,251,6
Curitiba,PR,11,2002,2002m11,50003,24.31,58383,0.713,525345.06,3,155,4
Salvador,BA,12,2002,2002m12,50266,54.91,94072,0.184,620680.4,6,201,7
Recife,PE,1,2003,2003m01,50060,37.49,28997,0.349,141267.57,3,182,4
Porto Alegre,RS,2,2003,2003m02,50065,64.21,68354,0.739,205746.51,4,177,7
Fortaleza,CE,3,2003,2003m03,50394,32.82,77256,0.595,613206.09,1,171,3
Porto Alegre,RS,4,2003,2003m04,49783,,50585,0.209,962175.95,2,276,6
São Paulo,SP,5,2003,2003m05,50065,41.27,32195,0.335,992784.58,2,192,6
Salvador,BA,6,2003,2003m06,49903,43.48,18478,0.447,131000.41,1,151,3
Rio de Janeiro,RJ,7,2003,2003m07,50046,62.74,76630,0.395,148299.35,3,275,10
São Paulo,SP,8,2003,2003m08,49858,38.05,75733,0.627,926900.97,7,299,2
Curitiba,PR,9,2003,2003m09,50214,27.49,65856,0.421,752855.79,1,274,4
Recife,PE,10,2003,2003m10,49791,51.09,31926,0.587,162209.31,0,137,10
Recife,PE,11,2003,2003m11,49717,40.08,61127,0.249,146276.18,3,258,3
São Paulo,SP,12,2003,2003m12,49904,29.44,27705,1.0,197240.27,3,45,5
Belo Horizonte,MG,1,2004,2004m01,50129,55.25,36126,0.774,532445.5,2,175,5
Brasília,DF,2,2004,2004m02,49745,54.35,75139,0.395,673078.87,2,247,5
Curitiba,PR,3,2004,2004m03,50063,51.75,90746,0.968,526437.68,3,163,1
São Paulo,SP,4,2004,2004m04,50182,57.62,88466,0.707,345156.18,1,228,5
Porto Alegre,RS,5,2004,2004m05,50153,20.07,74794,0.454,296196.17,1,42,5
Belo Horizonte,MG,6,2004,2004m06,50601,38.55,53688,0.212,405726.7,2,180,2
Brasília,DF,7,2004,2004m07,49821,54.16,38950,0.58,242587.42,2,127,2
Fortaleza,CE,8,2004,2004m08,49612,65.54,25087,0.337,160105.39,1,91,3
Curitiba,PR,9,2004,2004m09,49998,53.6,35394,0.043,108879.36,2,258,9
Fortaleza,CE,10,2004,2004m10,49975,67.52,84787,0.342,158644.49,1,91,6
Belo Horizonte,MG,11,2004,2004m11,50003,39.84,12082,0.019,637725.95,6,174,8
Recife,PE,12,2004,2004m12,49733,40.78,92214,0.535,433520.19,2,189,4
Rio de Janeiro,RJ,1,2005,2005m01,50101,44.42,79293,0.055,178065.89,4,110,6
Porto Alegre,RS,2,2005,2005m02,49901,48.76,65801,0.089,562039.39,3,119,2
Porto Alegre,RS,3,2005,2005m03,50024,23.37,77291,0.939,602825.79,4,270,1
Porto Alegre,RS,4,2005,2005m04,50191,49.68,87463,0.584,536084.61,2,292,8
Brasília,DF,5,2005,2005m05,50040,49.49,14751,0.908,245838.81,1,120,3
Rio de Janeiro,RJ,6,2005,2005m06,49766,40.81,45104,0.072,902013.69,1,209,8
Recife,PE,7,2005,2005m07,50342,38.47,75683,0.987,356496.69,3,235,3
Manaus,AM,8,2005,2005m08,50010,54.07,77384,0.764,824448.48,6,195,6
Curitiba,PR,9,2005,2005m09,49925,58.84,11093,0.815,701063.81,3,269,5
Manaus,AM,10,2005,2005m10,49969,52.17,62724,0.912,505791.11,6,168,8
Salvador,BA,11,2005,2005m11,50364,52.14,64466,0.94,330008.15,2,43,3
Curitiba,PR,12,2005,2005m12,49972,49.45,56425,0.715,686221.54,3,296,3
São Paulo,SP,1,2006,2006m01,49985,50.23,79855,0.611,937997.36,0,156,5
Manaus,AM,2,2006,2006m02,49922,60.21,33445,0.123,828944.38,4,213,3
Fortaleza,CE,3,2006,2006m03,49900,74.32,32711,0.108,748878.08,1,33,5
Manaus,AM,4,2006,2006m04,50361,72.39,61186,0.307,348968.87,2,43,11
São Paulo,SP,5,2006,2006m05,49696,33.74,19703,0.412,750164.67,2,295,2
Fortaleza,CE,6,2006,2006m06,49709,18.33,73319,0.989,812186.59,3,151,5
Brasília,DF,7,2006,2006m07,49966,57.96,34663,0.641,162299.87,4,293,3
Fortaleza,CE,8,2006,2006m08,50103,50.32,40873,0.647,620083.95,1,94,3
Porto Alegre,RS,9,2006,2006m09,50423,49.1,49438,0.549,563200.42,7,171,7
Manaus,AM,10,2006,2006m10,50131,55.71,94478,0.13,814765.54,2,86,1
São Paulo,SP,11,2006,2006m11,50145,46.33,45859,0.546,691695.42,0,68,6
Manaus,AM,12,2006,2006m12,49973,25.71,62228,0.263,712107.96,3,231,3
Belo Horizonte,MG,1,2007,2007m01,49894,32.87,10392,0.567,525885.36,3,94,11
Belo Horizonte,MG,2,2007,2007m02,49817,33.79,92344,0.297,946022.06,2,169,7
Recife,PE,3,2007,2007m03,49997,60.0,27255,0.515,186712.03,2,296,2
Recife,PE,4,2007,2007m04,49928,78.29,37877,0.625,273575.33,4,287,1
Porto Alegre,RS,5,2007,2007m05,49520,42.95,74110,0.467,875452.39,3,43,4
Manaus,AM,6,2007,2007m06,50201,89.02,78282,0.019,216291.91,2,52,6
Recife,PE,7,2007,2007m07,49857,21.55,64019,0.161,417542.68,4,16,3
Brasília,DF,8,2007,2007m08,50222,42.38,12404,0.61,127041.4,3,131,5
Porto Alegre,RS,9,2007,2007m09,50174,52.75,21909,0.204,477312.98,4,201,5
Salvador,BA,10,2007,2007m10,50150,11.72,75777,0.204,800621.4,3,155,6
Salvador,BA,11,2007,2007m11,50028,,82376,0.69,957806.49,4,123,7
Rio de Janeiro,RJ,12,2007,2007m12,49969,39.62,59885,0.424,475216.43,3,151,2
Curitiba,PR,1,2008,2008m01,50351,50.51,26954,0.725,200866.55,4,120,3
Salvador,BA,2,2008,2008m02,49360,56.72,70359,0.088,159994.29,2,289,1
Recife,PE,3,2008,2008m03,50268,26.13,73895,0.783,596456.05,5,191,2
Brasília,DF,4,2008,2008m04,49749,86.49,89450,0.584,717095.99,6,105,3
Belo Horizonte,MG,5,2008,2008m05,50079,52.01,55345,0.525,156789.42,5,139,6
Brasília,DF,6,2008,2008m06,49960,44.89,11178,0.806,732032.08,3,93,6
Rio de Janeiro,RJ,7,2008,2008m07,49664,33.33,35652,0.948,544838.03,3,262,2
